id,question,answer
374,我想食歐陸菜，你有冇邊間推介呀？,你可以考慮吓Cafe Bau，呢間餐廳由大廚梁經倫監督的新餐廳，以香港老照片作裝飾，佈局有如舊式小酒館，加上衣著優雅的服務員貼心接待，氣氛舒適自在。三道菜套餐走經典路線，如想嘗試以現代烹飪手法詮釋的菜品，不妨選擇八道菜套餐。菜式中大量採用本地食材，例如來自流浮山的蠔、本地蔬果和醬料等。客人可在吧檯用餐，品嘗特調的雞尾酒。。。
375,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Lucale，呢間餐廳由兩位意籍大廚聯手經營，店內的肉類、芝士、餐酒等都由意大利空運到港，藉此帶給客人最地道的家鄉美食。特別推介自家製的意大利粉，尤其是配搭羊奶芝士和核桃麵包碎的黑松露意粉，香氣四溢，口感恰到好處。酒單豐富，且價格合理。美酒佳餚兼備，餐廳即使藏身於街巷裏，依然不乏捧場客。。。
376,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓船記，呢間餐廳餐廳於2021年底開業，供應點心、燒味和懷舊手工菜等經典粵菜，且由擁數十年經驗的師傅主理。點心每日新鮮製造，即叫即蒸，並供應至下午。推介晶瑩剔透的韭黃鮮蝦腸。和哥叉燒選用上乘的脢頭肉製作，肥瘦得宜，是另一款必吃菜式。午市套餐非常實惠。如欲品嘗海鮮等菜式，建議提前查詢及預訂。。。
378,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓天龍軒，呢間餐廳高踞全港最高大樓的102樓，這間粵菜餐館以天龍為名，不論位置與佈局都極具氣派。裝潢以紅木為主，樓高兩層的落地玻璃窗不但令餐廳光線充沛，更把維港的醉人景色盡收眼底；殷勤的服務人員讓你倍感親切。菜單着重傳統菜式，值得一試的有原個椰皇花膠燉雞，以及需提前預訂的蜜燒西班牙黑豚肉叉燒。。。
380,我想食壽司，你有冇邊間推介呀？,你可以考慮吓Sushi Wadatsumi，呢間餐廳於2021年移師至九龍，備有一個可容納八人的房間，非常適合聚餐。僅提供單一江戶前壽司套餐，然而物超所值。飯糰以山形縣的米配搭特別調味的淡赤醋，並根據季節和食材調整兩者比例，令壽司味道達致平衡。除了來自日本的野生魚和手釣魚，廚師也會按季節和水溫來挑選環球上佳漁獲，務求以最佳食材奉客。。。
381,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Tuber Umberto Bombana，呢間餐廳這是大廚Bombana創造松露盛宴的舞台。餐廳以1920年代裝飾藝術風格設計，每個細節都奢華細緻，開放式廚房更為客人呈現整個烹飪過程。僅提供一款品嘗菜單，但運用了採購自世界各地的時令食材，例如用上大紅蝦的手工扁意粉，蝦頭的濃郁鮮甜令人一試難忘。菜單定期更新，並設有餐酒配搭。。。
383,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓夜上海，呢間餐廳佔地兩層，昏暗的燈光配上深色木材，散發着三十年代老上海的味道，用餐環境舒適。廚師廚藝精湛，選用中國各地的新鮮食材，重新演繹一系列上海及江浙名菜。除了花雕醉雞、清炒河蝦仁、蟹粉釀蟹蓋等必吃菜式，蒜泥白肉也值得品嘗：薄切五花肉味道香濃，口感爽嫩，蒜泥和醬油味道得宜，非常惹味。。。
384,我想食浙江菜，你有冇邊間推介呀？,你可以考慮吓浙江軒，呢間餐廳餐廳由浙江人經營，佔地三層，外牆是大幅浙江風景圖，室內則以中式裝飾元素帶出古典風情。多款浙江及上海美食不容錯過，例如講究刀功的搶虎尾，其肉質爽口彈牙，值得提早預訂；還有廚師引以為傲的清蒸鰣魚。各式包點也值得一試。菜單尚有隨季節更替的時令佳餚及多款素食菜式。殷切服務令用餐體驗更稱心。。。
385,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓美味廚，呢間餐廳美味廚供應各式廣東小菜，如陳皮蒸手剁牛肉餅和魚香茄子煲等，小菜套餐包括湯品、白飯和甜品，經濟實惠。另外，火鍋同樣深受食客喜愛。不但有多款火鍋湯底可供選擇，配料選項亦同樣豐富：海鮮、和牛、不同口味的自製肉丸等。餐廳內的卡座設備齊全，拉下布幕即成私密度高的私人廂座。。。
386,我想食粥麵，你有冇邊間推介呀？,你可以考慮吓靠得住，呢間餐廳於灣仔扎根多年，靠得住的出品一如其名，從不令人失望。其粥品與別不同之處，乃採用魚湯作粥底，味道鮮美。粥品配料選擇繁多，特別推薦心肝寶貝粥。同時也供應多元化的食品，其中鹹肉粽、爽脆鯇魚皮和炸雲吞也值得一試。精選套餐更有不同的配搭。餐室簡潔光亮而舒適。。。
387,我想食馬來西亞菜，你有冇邊間推介呀？,你可以考慮吓莎巴，呢間餐廳曾在灣仔屹立十八年，暫別三年後，由原有廚師班底於原區重開。雖然餐牌較以往精簡，不過滋味不變，仍供應肉骨茶、海南雞飯、巴東牛肉、海鮮喇沙等馬拉美食。其中，招牌海南雞飯的雞皮爽滑，肉質軟腍嫩滑，配搭三色醬料和珍珠米油飯，味道香濃可口。餐牌持續更新，如有心儀菜式不妨向店家查詢。。。
388,我想食燒味，你有冇邊間推介呀？,你可以考慮吓波記，呢間餐廳波記在西環屹立四十多年，一碗美味的燒鴨腿瀨粉是不少居民的童年回憶。店內多款燒味均在店舖後的自家工場製作，很受區內居民歡迎，店外每天營業前已可見排隊人龍，燒肉往往在下午二時前售罄；而要一嘗其燒鵝，最好在四時前到達，否則可能會掃興。客人亦可預訂各款燒味，店主會因應取貨時間而燒製。。。
389,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓天寶閣，呢間餐廳位於喜來登酒店內，餐室裝潢典雅堂皇，菜餚亦甚具水準。主廚擁有超過二十五年傳統粵菜經驗，功夫扎實。生於經營海味生意的家族使他對挑選和運用名貴海味食材別有一番心得，且擅於烹調以海味為題的菜式。除此之外，需預訂的黑松露薏米燒釀乳豬和魚子芙蓉蛋白龍蝦球均值得一試。。。
390,我想食瑞士菜，你有冇邊間推介呀？,你可以考慮吓瑞樵閣，呢間餐廳推開餐廳的木門，四周的木製裝飾讓人彷彿踏進了瑞士農舍。自1965年起瑞士美食的魅力在此得以展現，其傳統瑞士菜式與特選芝士系列，包括瓦萊州烤芝士（熱熔的芝士配馬鈴薯、醃洋葱及青瓜）或瑞士芝士火鍋均惹人垂涎，芝士火鍋更設有不同酒精濃度可供選擇。現任主廚生於瑞士，保證出品風味正宗。。。
392,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓嘉麟樓，呢間餐廳古典風格的柚木地板，配襯東方地氈和彩色玻璃，以至一道道遵照傳統烹調而成的廣東菜，反映這家餐廳對傳統的重視。但另一方面，主廚亦為經典美食注入新思維，如加入蟹肉、蛋白同炒的乳香龍蝦球，或是以花入饌的時令菜式。午市供應的點心不容錯過。茗茶選項近三十種，餐室內更展出古董茶壺收藏品。。。
393,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓鼎泰豐，呢間餐廳這家小籠包店於1958年在台灣創立，其分店至今遍佈多個亞洲城市。主打的上海小籠包以人手製作，材料新鮮，餡料充足，配以無色素及防腐劑的台灣米醋佐吃，美味非常。品牌特別注重品質及服務，也重視客人反饋，確保食物水準穩定。餐廳設多種座席，不論一人用膳或多人聚餐，均能照顧周到。。。
395,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓Mosu，呢間餐廳餐室設計簡約，以灰色水泥牆面配合星光般的燈飾，落地玻璃外則是維港美景，氣氛柔和寧靜。廚師團隊以南韓人為主，主廚擁有多年法國菜經驗，曾效力於日本多間高級餐廳。多元的文化特色，加上從世界各地搜羅的食材，結合成充滿創意的菜式。菜單以套餐為主，並會不定期更新。。。
396,我想食法國菜，你有冇邊間推介呀？,你可以考慮吓吉地士，呢間餐廳穿過專用入口便會到達這家於1953年開業的傳奇食府。前身是酒店宴會廳，原來的典雅格調依舊保存，餐室內盡是酒店的珍藏品。主廚採用歐洲及日本的優質食材，以現代法式手法演繹菜餚，菜式如法國藍龍蝦伴番茄果仁醬不容錯過。想要一趟與眾不同的體驗，可預訂位於廚房內的「廚師之桌」。。。
397,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓港灣壹號，呢間餐廳餐廳裝飾典雅，樓底高聳富空間感，落地大玻璃讓食客能飽覽維港景色，配上人工水池的潺潺流水聲感覺輕鬆舒適。各式粵菜由廚師團隊精心炮製，前菜桂花汁炸鮮冬菇甜而香脆，十分開胃；無錫燴波士頓龍蝦配上秘製酸辣醬汁，滿有特色。多款菜式設有輕怡分量。貼心服務令用餐體驗倍添寫意。。。
400,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓新同樂，呢間餐廳廚師團隊經驗豐富，加上選材嚴謹、用料新鮮，俘獲一眾食客的味蕾。除了經典招牌菜百花脆皮乳豬件，鮮蘑菇焗釀蟹蓋、燒汁乾煏牛肋骨也值得一試。提供多款套餐，當中包括以進口食材糅合獨特創意的廚師推介美食。部分菜餚可按人數調整分量，靈活貼心。點心菜單恆常更換，新鮮感十足。。。
401,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓太湖海鮮城，呢間餐廳太湖於八十年代開業，一直是區內馳名的酒家。其後遷到更舒適的現址後，食物質素依然維持一貫的高水準，加上價格實惠，難怪每天有逾千食客光顧。餐館精於烹調海鮮菜式，更設有不同時令海鮮優惠，讓食客能大飽口福；其廣東小菜亦值得細味，芝麻鹽焗雞、薑米鮮魚炒飯等都是招牌菜。。。
402,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓翠亨邨，呢間餐廳翠亨邨早於1970年代在尖沙咀開業，菜式以傳統粵菜為主，如醬燒牛肋排、翠亨邨靚一雞及最暢銷的蜜汁叉燒；此外亦不乏順德菜式，以及注入現代元素的新創作，如黑魚子醬芒貴妃蝦球。在這裏，你可以透過大玻璃窗，欣賞廚師烹調各式佳餚的過程，視覺和味覺享受同時獲得滿足。。。
403,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Roganic，呢間餐廳英國大廚Simon Rogan的首家海外同名餐廳，崇尚自然有機，不單裝潢綠意盎然，更提倡產地直送概念，大量選用新界農場的有機食材，並在店內栽種各式微型菜苗。午市套餐價格相宜，另有九道菜及十二道菜的嘗味套餐，菜式看似簡單但滋味滿溢。客人更可以在吧檯享用甜品以及時令雞尾酒，並設有無酒精餐飲配對。。。
405,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓富臨飯店，呢間餐廳阿一鮑魚為已故老闆楊貫一的招牌菜，廚師團隊對此菜式絕不馬虎，採用日本乾鮑，由專人燜煮數天而成，其口感綿密，至今仍吸引本地食客以至世界各地人士慕名而來。菜單道道皆為粵菜經典，所需工序繁複，生煎東星斑、瑤柱焗釀蟹蓋等都展現出精湛廚藝。酒單琳瑯滿目，不妨請侍酒師作推薦，增添用餐樂趣。。。
406,我想食瑞士菜，你有冇邊間推介呀？,你可以考慮吓瑞士餐廳，呢間餐廳木傢具、小窗戶等元素令餐廳洋溢着瑞士高山小木屋的氛圍。店東兼主廚與全店職員共事逾廿載，食物和服務水準一直維持不變。餐廳選用優質的瑞士香腸、芝士、醃肉和肉品，牛面沙律、炸牛仔肉和薄切小牛肉伴蘑菇忌廉汁均不可錯過，當然還有以五種芝士混合櫻桃酒煮成的芝士火鍋。不妨選配瑞士美酒佐餐。。。
407,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Involtini，呢間餐廳裝潢簡約優雅，建議選擇開放式廚房旁的座位，欣賞烹調過程。選用意大利原材料、每天新鮮製作的意粉一直是店內招牌，廚師於前一晚製作麵糰，讓其休息一晚後才製成麵條，口感特佳，意粉款式更會不時更替。推薦紅蝦意大利幼麵，濃郁的醬汁掛在彈牙的麵條上，配搭鮮甜的原隻加勒比海紅蝦，叫人回味。。。
409,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓國金軒，呢間餐廳裝潢充滿現代感，在此享受糅合現代元素的廣東美食，可謂相得益彰。午市供應多達三十款精美點心，同時備有多款小菜，在傳統菜式中展示廚師的扎實功架，例如選用新鮮斑片烹調的宋嫂魚羹。餐廳亦會因應季節加入新菜式，持續為食客帶來新鮮感。設有侍酒師提供餐酒配搭建議。宜預先訂位以免撲空。。。
410,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓富豪，呢間餐廳雖然位於商場內不顯眼位置，富豪多年來依然屹立不倒，足證正宗而不花巧的粵菜自有引人入勝之處。掌勺二十多年的廚師一直堅持用心烹煮傳統菜式，招牌菜阿翁鮑魚採用自家調製的鮑汁燜煮近二十小時，製作需時且考功夫；薑葱煎鹽香雞和方魚炒芥蘭亦值得一試；以砂鍋烹調的富豪炒飯更是不容錯過。。。
411,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓時代豆業，呢間餐廳小店開業廿多年，主售中式糕點餅食，如傳統的缽仔糕、紅豆糕、芝麻卷、茶果，或較新式的糯米糍和斑蘭糕等，款式多樣，各有特色。。。
412,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓Owl's。
413,我想食扒房，你有冇邊間推介呀？,你可以考慮吓Carna by Dario Cecchini，呢間餐廳餐廳位於精品酒店高層，落地窗帶來開闊視野，幾乎每個位置都可以欣賞到維港的迷人景色。Dario Cecchini為意大利著名的肉店店主，除了引入家鄉的肉品，也提供澳洲、美國、日本等地的牛扒，且遵從「從頭吃到尾」(Nose-to-Tail) 的烹調理念，將牛隻切割為18個部位。菜單上也有各種意式美食，酒單則涵蓋意大利多個產區的佳釀。。。
414,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓強記美食，呢間餐廳小店於2021年由路邊攤搬至此舖位，用餐環境比以前更舒適。馳名的臘味糯米飯依舊料豐味美，煎蝦米腸粉、花生旺菜豬骨粥等小食的味道亦不亞從前，菜單選擇更豐富。。。
415,我想食扒房，你有冇邊間推介呀？,你可以考慮吓The Steak House，呢間餐廳位於重新開業的麗晶酒店內，採用落地玻璃和鏡面設計，可多角度飽覽維港景色。菜單網羅來自意大利、西班牙、韓國、日本、澳洲、美國等地的優質牛扒，也有由摩洛哥籍主廚處理的熟成牛扒，不妨向店員查詢。佐料方面，提供多款鹽品、醬汁和自家調製的芥末。此外，各式前菜、沙律、熟食冷肉、芝士等也琳瑯滿目。。。
416,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Tosca di Angelo，呢間餐廳遼闊的天花、開放式廚房、巨型穆拉諾吊燈，以及102樓窗外的迷人海景，令餐廳閃耀華麗光芒。行政主廚來自意大利西西里，故菜單特別着重海鮮佳餚。套餐包含季節和招牌菜式，單點菜單雖然選擇不多，但款款皆盡顯意式烹飪傳統的風味。不要錯過自製意粉及藍龍蝦菜式。供應多款意大利美酒，不妨選之佐餐。。。
417,我想食印度菜，你有冇邊間推介呀？,你可以考慮吓Chaat，呢間餐廳名字在印地語中解作「舔」，寓意客人把桌上的食物一掃而空。新上任的主廚繼續製作印度各地的經典菜式，推介以土窯爐烹製的黑胡椒烤雞，配上特色雞尾酒和招牌飲品，全面體驗印度風情。名為Masala Room的玻璃房內擺滿香料，令人眼界大開。餐廳坐擁無敵海景及戶外陽台，並飾以印度藝術家創作的壁畫，視覺味覺皆得到滿足。。。
418,我想食順德菜，你有冇邊間推介呀？,你可以考慮吓彤福軒，呢間餐廳以現代順德菜為主，如生拆鮮魚羹、魚塘公煎焗魚嘴。餐廳對食材非常講究，使用本地優質材料，包括海釣船的海鮮、本地農場的蔬菜和香料，就連竹蒸籠，也是本地老店的出品。不妨一邊享用美食，一邊欣賞維多利亞港景色。但要注意晚餐時段設有服裝要求，最好預先查詢。。。
419,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓悅，呢間餐廳於2021年底開業，由擁四十餘年經驗、曾效力知名粵菜餐廳的主廚執掌，供應各式精美的功夫粵菜，部分菜式坊間少見。廚師善用世界各地的優質食材，如阿拉斯加蟹、日本尖椒、台灣山蘇，同時亦在傳統菜式上加以改良，呈現金梅陳醋咕嚕肉等特色佳餚。菜單上亦提供一系列植物肉菜式，照顧不同客人的需求。。。
420,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓廟街牛什，呢間餐廳小店開業多年，深受街坊歡迎。牛什包括牛肚、牛腸、牛膀和牛肺，可單點或選雜錦口味，亦設不同份量。每款牛什皆吸收了濃郁的湯汁，配搭甜醬、芥辣或辣椒醬，各有風味。。。
422,我想食時尚中國菜，你有冇邊間推介呀？,你可以考慮吓壹玖捌叁，呢間餐廳這家位於大廈內的餐廳已開業十年，於2022年重新裝修，並邀得在英國習廚、有法菜背景的新總廚加盟。菜單以傳統中菜為基礎，結合法國菜的現代元素，反映香港中西薈萃的獨特風格，如拔絲伊比利亞豬咕嚕肉就是一例，其口感外脆內嫩，配搭香脆的油豆腐和豬皮，令人耳目一新。帶引人香氣的煙燻豉油雞亦不容錯過。。。
424,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓天外天，呢間餐廳坐落酒店頂層，天外天的室內設計出自名師手筆，既時尚又典雅；臨窗座位把維港醉人景致盡收眼底，更是叫人讚歎不已。菜單上的廣東菜式琳瑯滿目，而午市點心則富有創意，如阿拉斯加長腳蟹餃和蟲草花南澳帶子腸粉等，將進口高級食材與傳統特色融合，教人耳目一新。單人套餐設有素食選擇，充分照顧不同食客需要。。。
426,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Little Napoli，呢間餐廳老闆來自意大利拿坡里，食材均由其家鄉進口。薄餅即點即製，亦依照當地傳統，製成13吋大小，並放入由意大利進口的石窯以400度高溫烤烘，成品餅皮香脆，餡料多汁美味，其中以Margherita和微辣的Vesuviana口味較受歡迎。同時供應炸意式餡餅、焗意式三文治等美食。只設少量座位，若計劃於店內用餐，建議提早前往。。。
433,我想食台灣菜，你有冇邊間推介呀？,你可以考慮吓阿元來了，呢間餐廳創辦人來自台灣，部分材料由家鄉直送，以保持菜品的原汁原味。餐廳裝潢也充滿台灣元素，讓人恍如置身在當地夜市。招牌菜阿元魯肉飯香氣十足，手切滷肉肥而不膩。雙蛋蚵仔煎採用傳統做法，蛋香十足且口感煙韌。蒜泥白肉酸辣開胃，也值得一試。提供數十款台式飲品，餐後來一碗九份芋圓再滋味不過。。。
434,我想食粥麵，你有冇邊間推介呀？,你可以考慮吓何洪記，呢間餐廳何洪記是香港歷史悠久的麵家之一，自四十年代起在灣仔區營業，多年來其招牌雲吞麵憑着麵條彈牙、湯底鮮甜而口碑載道；其粥品也很出色。遷至商場後，設計變得時尚，座位也更舒適，但重視食品質素的經營方針始終不變，更增加了食物種類，除粥麵外，還供應點心和廣式小菜，難怪吸引到不少客人到此用膳。。。
436,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓蛇王熙，呢間餐廳蛇王熙由老店蛇王二的店長創立，選址同一街道，繼續為客人提供蛇羹、糯米飯、燒味等美食。蛇羹經過悉心改良，除了原有的雞肉、陳皮絲、木耳絲、冬菇絲等材料，更加入花膠和手切豬肉，並調整湯底的濃稠度，味道和口感均十分豐富。店內同時售賣各式臘味，其中脆皮鮮鴨膶腸特別值得一試。。。
437,我想食閩菜，你有冇邊間推介呀？,你可以考慮吓莆田，呢間餐廳2000年在新加坡開業，後擴展至香港，老闆以其家鄉福建內的城市為餐廳命名，堅守忠於原味、鮮味自然的原則，做出一道道佳餚。餐廳除了不時為主菜單添加新菜式，亦會按季節推出以蟶子、海蠣等時令海產製作的美食，保持新鮮感。推介菜式包括燜黃花魚、九轉小腸、炒芋頭，自家秘製的辣椒醬更是非試不可。。。
438,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓香宮，呢間餐廳數十年來一直供應傳統粵菜，不乏捧場客之餘，還不時座無虛席。用餐區裝潢華麗古雅，在水晶吊燈與宋代風格油畫的點綴下，別具韻味。除了招牌菜錦繡星斑件及胡椒焗大肉蟹，亦推薦蘆筍木耳筍尖炒乳鴿脯，其肉質軟嫩，肉味香濃。餐牌上的選擇琳瑯滿目，若難以決定，不妨點選廚師招牌套餐，一次過品嘗多款廚師拿手菜式。。。
439,我想食餃子，你有冇邊間推介呀？,你可以考慮吓阿純山東餃子，呢間餐廳綠色木窗框和木製傢具帶傳統味道，很有老香港感覺。這裏供應多款傳統餃子，每天在店內以人手包製，並以新鮮食材作餡，其中最受歡迎的要數京葱羊肉餃，薺菜鮮肉餃也值得一試。此外，店家秘製數款青島海鮮餃，如墨魚餃和馬鮫魚餃，也給顧客帶來驚喜。餃子以外，山東手撕雞和家鄉餡餅也是招牌菜。。。
440,我想食順德菜，你有冇邊間推介呀？,你可以考慮吓頤東，呢間餐廳前旺角鳳城酒家於2019年因東主退休而結業，後由新老闆接手，並改名為「頤東」重新開業。餐廳內部經過翻新，用餐環境舒適。新東主沿用大部分舊有廚房班底，延續傳統順德菜手藝。招牌菜鴻運乳豬、炸子雞和蝦多士等依舊美味。大良炒鮮奶口感順滑、充滿奶香；順德魚肚羹則用料十足，充滿傳統風味。。。
441,我想食星馬菜，你有冇邊間推介呀？,你可以考慮吓古月，呢間餐廳地點比較隱蔽，從書局街進入方能到達。餐廳提供星、馬美食，牆上畫有富當地特色的卡通繪畫，趣味盎然。餐單貴精不貴多，當中多是香港少見，甚至首家供應的菜式。馬來西亞板麵配搭自製辣椒乾食用，非常惹味。另外，標榜不含味精、湯底以胡椒和生蒜製作的新加坡肉骨茶可以無限添飲，定能滿足客人胃口。。。
442,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓奇趣餅家，呢間餐廳餅店面積不算大，但提供琳瑯滿目的傳統中式餅食，如雞仔餅、老婆餅、光酥餅、合桃酥及香蕉糕等。。。
444,我想食順德菜，你有冇邊間推介呀？,你可以考慮吓鳳城，呢間餐廳作為香港著名的順德菜館，仍保留傳統茶樓的龍鳳禮堂，吸引不少外地客人前來感受舊時風味。早午市供應點心和小菜，推薦皮脆肉嫩的招牌炸子雞，還有每次一出場就被搶空的沙翁，但只在週末供應。傳統菜式選擇豐富，而且分量十足，建議與親朋好友一同分享。部分菜式須預訂，不妨預早查詢。。。
445,我想食潮州菜，你有冇邊間推介呀？,你可以考慮吓潮樂園，呢間餐廳供應富有風味的潮州菜，牆壁以丁香、肉桂、南薑等滷水常用香料作畫，滿有趣味！其招牌滷水鵝片甚具水準，採獅頭鵝製作，鵝味濃郁，肉質嫩滑。另外，蠔仔粥、蠔餅，以及魚油豐富的凍魚亦屬必試之選。部分菜式須預訂，建議致電查詢。餐廳價格親民，人氣甚高，且面積不大，繁忙時段或需要拼桌。。。
446,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓詠藜園，呢間餐廳楊氏家族早年於新蒲崗創立餐廳，後遷至現址，餐室採傳統中式風格，寬敞明亮，並設私人廂房。食物方面，提供多款價廉物美的川滬美食，招牌菜為四川擔擔麵，既提供傳統口味，還有加入肉碎的改良版本，兩者均可配辣或不辣的湯底。另外，水煮桂花魚選用原條鮮魚製作，適合多人共享，值得品嘗。。。
447,我想食泰國菜，你有冇邊間推介呀？,你可以考慮吓Saya，呢間餐廳裝潢採用湖水綠色背景，配搭藤製傢具和壁畫，帶有泰國風情。泰籍廚師團隊為客人帶來依善地區的傳統泰菜，例如泰北咖喱金麵、炭火鹽燒魚等。前者在咖喱中加入椰漿，配合炭烤雞肉，非常惹味。後者將全魚以鹽包覆，配搭香茅和斑蘭燒製，佐以生菜、米粉和秘製醬汁享用，風味十足。午市套餐經濟實惠。。。
448,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓Joyful Dessert House。
449,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓明閣，呢間餐廳餐室飾以各類青銅器皿，加上門外庫存豐富的玻璃酒窖，環境優美高雅。具二十多年入廚經驗的李師傅由開業效力至今，其招牌菜遠年陳皮和牛面頰、蜜汁叉燒及酥炸釀鮮蟹蓋等均不容錯過。點心以各地進口的食材炮製，例如蝦餃用上藍天使蝦，叫人耳目一新。嗜酒之人不妨請侍酒師協助挑選佳釀佐餐。。。
450,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓麥記美食。
451,我想食日本菜，你有冇邊間推介呀？,你可以考慮吓竹家，呢間餐廳雖然隱藏在巷子裏，但鄰近港鐵站，交通便利。由居港多年的日籍主廚和妻子共同經營，以竹子為主題，提供種類繁多的串燒。從挑選食材到製作皆一絲不苟，所用的豬肉和雞隻均來自日本。幸運的話，更可嘗到雞血管、雞心臟等特別部位。備有多款日本酒，特別推介自家浸製的梅酒。但座位有限，建議訂座。。。
452,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓蛇王良，呢間餐廳小店開業超過二十年，一年四季皆供應蛇羹，更設多款經濟實惠的套餐。招牌蛇羹除了雞絲、木耳絲等材料，曾修讀中醫課程的店東會因應氣候，以藥材配搭蛇肉，達到補而不燥的效果。此外提供多款蛇酒、龜板湯及滋補燉湯，以珍貴藥材入饌的燉湯須提前預訂。冬天更提供期間限定的羊腩和臘味糯米飯。。。
454,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓石記廚房，呢間餐廳裝修簡約舒適，於日間供應簡餐及炒粉麵；晚上則搖身一變，成為主打家庭式廣東小菜的菜館。老闆兼大廚每天親自前往街市選購新鮮食材，並不時更新菜單。香煎手打墨魚餅充滿嚼勁、味道鮮美，不容錯過。石記風沙雞同樣出色，但須提前一天預訂。另外每日均設精選小炒；冬季更供應美味又合時的煲仔飯。。。
455,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓紅磡雞蛋仔，呢間餐廳開業超過四十年的老字號小店，供應價格親民的雞蛋仔、格仔餅等小吃，是街坊從小吃到大的回憶。雞蛋仔即叫即製，其中朱古力原味抹茶口味，一底包含三種味道，外脆內軟，用料十足。。。
456,我想食點心，你有冇邊間推介呀？,你可以考慮吓Lulu Baobao，呢間餐廳位於商廈之內，用餐空間寬敞，廚房設有大片玻璃，可以看到師傅製作拉麵和包點的過程。提供數款拉麵、點心和小菜，並設有套餐選擇。推薦「溫柔」蔥油拌麵，手工製麵條充滿嚼勁，配上恰到好處的蔥油，香氣十足。招牌小籠包手工精緻，內餡飽滿多汁，同樣值得一試。由於菜式現點現做，可能等候需時。。。
457,我想食麵食，你有冇邊間推介呀？,你可以考慮吓華姐清湯腩，呢間餐廳家庭式經營的小店，現由華姐大兒子主理，招待工作則由弟弟打點。他們每天均會用上逾百斤肉味香濃的本地新鮮牛腩，從早上起燜煮招牌牛腩；清湯底則以十多種香料秘製，每個工序都一絲不苟，難怪每天一開店就吸引了不少食客光顧。除了清湯牛坑腩，也不要錯過菜肉雲吞、腩汁蘿蔔及以白滷水浸上幾小時的醉雞。。。
458,我想食鐵板燒，你有冇邊間推介呀？,你可以考慮吓鑄·鐵板燒，呢間餐廳遷到現址後空間更為寬敞，設有大型鐵板桌及可容納多人的廂房。大部分食材均為當天空運到港，包括來自日本的海膽、活鮑魚及法國的藍龍蝦。萬勿錯過甘鯛魚配海膽忌廉汁：魚鱗炸至香脆，魚肉卻保持鮮嫩，十分可口。晚市提供品嘗菜單及廚師發辦套餐，午市則有較經濟實惠的套餐。亦設有配酒服務。。。
459,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓生記滷味，呢間餐廳這潮州滷水店於1998年開業，選用來自潮州的穀飼獅頭鵝，陳年滷水則加了十數種香料，醇厚甘香。店家每日放入掌、翼、肝、腸、腎等部位慢火浸透入味。其中招牌鵝肉肉質緊緻，肉香十足。。。
460,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓裕記，呢間餐廳於1958年開業的裕記現已交棒給第二代。從鄉村小店到現在的規模，仍保留着傳統食店風味。其招牌燒鵝是店東按家傳秘方以炭火烤製，味道獨特且酥香肉嫩。為確保貨源和品質，餐廳更於內地自設鵝場，並只選用廣東清遠的黑棕鵝。每天首批燒鵝於11:45出爐，早到埗的食客需稍候。此外，亦供應海鮮及特色小菜。。。
